gender05,age05,education05,hisp05,race05,income05,party05,marital05,Q9_05,Q10,Q5_05,Q7_05,Q6_05,gender13,age13,educaton13,hisp13,race13,income13,Q1_13,Q2_13,Q3_13,Q4_13,Q5_13,Q6_13,Q7_13,Q8_13,gender15,age15,education15,hisp15,race15,income15,party15,marital15,Q1_15,Q2_15,Q3_15,Q4_15,Q5_15,Q6_15,Q7_15,Q8_15
FEMALE,67,3,2,1,6,2,1,2, ,1,2,1,FEMALE,56,5,2,1,9,2, ,1,2,2,2,2,2,FEMALE,57,8,2,1,99,9,1,2,2,2,2,9,9,9,9
FEMALE,71,2,2,1,2,2,1,2, , , , ,FEMALE,44,8,1,1,3,2,2,2,2,2,2,2,2,FEMALE,74,4,2,1,98,2,5, , ,2,2,2,2,2,2
FEMALE,42,5,2,2,3,2,4,2, ,2,1,2,FEMALE,20,4,1,1,2,2, ,2,2,2,2,2,1,FEMALE,80,5,1,2,2,2,3,2, ,2,2,1,1,1,1
FEMALE,54,3,2,2,6,2,6,2, ,1,2,8,FEMALE,55,4,2,1,99,2, ,2,2,2,8,2,2,FEMALE,61,8,2,1,6,3,3,2,2,1,1,2,2,8,2
FEMALE,46,5,2,2,4,2,3,2, ,2,2,2,MALE,26,3,9,9,1,2,2,2,2,1,8,9,1,FEMALE,71,4,2,1,5,1,2,2, ,2,2,2,2,2,2
FEMALE,45,2,2,2,3,4,6,2, , , , ,MALE,77,8,2,1,9,2, ,2,2,1,1,2,2,MALE,64,4,2,1,7,3,1,2,2,2,2,1,1,2,2
FEMALE,60,6,2,1,9,2,3,1,1,1,2,8,FEMALE,38,5,2,1,5,2,2,2,2,1,1,2,2,FEMALE,80,3,2,1,98,1,1,2, ,2,1,1,1,2,2
MALE,35,3,2,1,9,3,1,2, ,8,2,1,FEMALE,91,3,2,1,98, , ,2,2,8,8,8,8,MALE,57,5,2,1,3,3,3,1, ,1,1,1,2,2,2
FEMALE,57,5,2,1,4,1,1,1,1,2,1,1,MALE,40,5,2,2,99,2,2,1,1,2,2,2,2,FEMALE,65,2,2,2,3,2,1,2, ,2,2,2,2,2,2
FEMALE,84,2,2,1,1,2,5,2, , , , ,FEMALE,80,2,2,1,1, , ,2,2,1,1,2,8,FEMALE,44,6,2,1,5,3,6,2,2,1,1,1,1,2,2
FEMALE,83,3,2,1,3,3,6,2, , , , ,MALE,62,6,2,1,7, , ,1,2,1,1,2,2,FEMALE,44,3,2,1,6,9,2,2,2,2,2,2,2,2,2
FEMALE,42,3,2,1,3,2,1,2, , , , ,FEMALE,41,4,2,1,98,2,2,1,8,2,8,8,8,MALE,79,3,2,1,99,2,1, , ,2,2,2,2,1,2
FEMALE,99,6,2,1,1,3,9,2, ,2,8,2,FEMALE,66,6,2,1,99,2, ,1,1,2,2,2,2,MALE,66,6,2,1,4,1,6,2, ,1,1,2,2,2,2
FEMALE,49,5,2,1,6,1,5,1,2,2,2,2,FEMALE,54,4,2,1,4,2, ,2,2,1,1,2,2,FEMALE,64,4,2,1,2,1,6,2,2,2,2,1,1,2,2
MALE,40,6,2,1,9,1,1,1,2,2,8,8,FEMALE,51,6,2,1,9,2, ,1,1,1,1,2,2,MALE,74,5,2,2,5,1,5,2,2,2,1,2,2,2,2
MALE,83,2,2,1,1,4,5,2, , , , ,FEMALE,48,3,2,9,1,2, ,2,2,2,2,2,2,FEMALE,60,7,2,1,99,3,1,1,2,1,2,1,1,2,2
FEMALE,45,2,2,1,2,2,3,2, ,2,2,2,MALE,35,8,2,2,7,2,2,2,2,1,2,2,2,FEMALE,32,4,9,2,98,1,6,2, ,2,1,2,2,1,2
MALE,75,3,2,1,9,2,1,1,1, , , ,FEMALE,65,5,2,1,2, , ,2,2,2,8,9,9,MALE,86,4,2,1,2,8,1,2, ,2,2,2,2,1,1
FEMALE,52,7,2,1,7,1,1,2, ,1,2,1,FEMALE,58,3,2,1,4,1, ,1,1,2,1,2,2,MALE,77,3,2,1,4,2,1,2, ,2,2,1,8,1,2
MALE,90,4,2,1,9,2,1,2, ,2,1,1,FEMALE,80,6,2,1,99, , ,2,2,2,1,1,2,FEMALE,35,6,2,1,8,1,1,2, ,2,1,1,1,2,2
MALE,21,3,2,1,8,3,6,2, , , , ,MALE,59,5,2,1,9, , ,1,2,2,2,2,2,FEMALE,72,8,2,1,5,1,3,2, ,1,2,1,2,2,1
FEMALE,35,2,2,1,6,3,1,2, ,1,2,1,FEMALE,36,6,2,1,98,2, ,8,2,2,2,2,2,MALE,60,8,2,1,4,3,1,2, ,1,2,1,1,2,2
FEMALE,46,5,2,2,7,2,1,1,2,1,1,2,FEMALE,80,8,2,9,9,2, ,1,1,2,1,2,2,FEMALE,49,8,2,2,9,2,1,2,2,2,1,2,2,2,2
MALE,58,2,2,1,6,2,1,2, ,2,1,2,FEMALE,90,8,2,1,99,2, ,2,2,2,2,2,8,MALE,52,8,2,1,5,1,1,2,2,2,2,1,1,2,2
FEMALE,68,3,2,1,3,1,1,2, , , , ,FEMALE,38,6,2,1,6,1, ,1,1,1,2,2,2,MALE,59,5,2,1,6,3,3,1, ,1,2,1,2,2,2
FEMALE,58,5,2,1,5,1,5,2, ,8,1,8,FEMALE,54,3,2,2,98, , ,2,2,8,8,2,8,FEMALE,66,6,2,9,8,3,1,2,2,1,1,2,2,2,2
FEMALE,45,6,2,2,4,2,1,1,1, , , ,FEMALE,77,3,2,1,4, , ,2,2,2,8,8,8,FEMALE,49,1,1,6,1,4,3,2, ,8,2,1,1,8,8
MALE,56,2,2,1,9,3,1,2, , , , ,FEMALE,43,8,2,3,9,2,2,2,2,1,1,2,1,FEMALE,21,3,2,1,3,2,6,2,2,1,1,1,2,2,2
FEMALE,76,2,2,4,1,3,5,2, , , , ,FEMALE,52,6,2,1,5,2, ,2,2,2,2,2,2,FEMALE,60,6,2,1,99,4,1,2,2,2,2,8,1,2,1
MALE,53,6,2,1,5,2,3,2, ,1,1,1,FEMALE,57,3,2,1,7,2, ,2,2,2,2,2,1,FEMALE,21,4,2,1,7,3,6,2,2,1,2,1,1,2,1
FEMALE,71,3,2,1,9,2,1,2, , , , ,FEMALE,51,5,2,1,6,2, ,1,1,1,8,2,8,FEMALE,77,4,2,1,5,1,1,2, ,2,2,2,2,2,1
FEMALE,26,2,2,1,1,3,5,2, , , , ,MALE,44,6,2,1,99,2,2,2,2,1,1,2,1,FEMALE,72,3,2,2,4,9,5, , ,2,1,1,1,2,2
MALE,57,1,1,1,2,9,3,2, , , , ,FEMALE,99,3,2,2,4, , ,2,2,2,2,1,1,FEMALE,79,3,2,1,3,1,1, , ,1,2,8,8,8,8
FEMALE,60,2,2,2,9,3,1,2, , , , ,FEMALE,49,6,2,1,6,2,2,2,2,1,2,2,1,FEMALE,69,8,2,1,7,2,1,2,2,2,2,2,2,2,2
FEMALE,48,6,2,1,6,1,1,2, ,2,1,2,MALE,32,6,2,2,7,2,2,1,2,1,1,2,1,FEMALE,53,6,2,1,6,1,1,2, ,1,1,2,2,2,1
MALE,39,6,2,1,8,1,1,1,2,1,1,1,FEMALE,37,5,2,1,7,2,2,1,1,1,1,2,1,MALE,68,8,2,1,6,2,1,2,2,1,1,1,1,1,1
MALE,58,6,2,1,8,2,1,2, ,8,8,8,FEMALE,82,3,2,1,1, , ,2,1,1,1,2,8,FEMALE,87,3,2,1,1,4,5, , ,2,2,1,2,8,2
FEMALE,29,4,2,1,8,4,1,2, ,2,2,8,MALE,59,8,2,1,3, , ,1,2,1,1,2,2,MALE,71,6,2,1,98,2,1,2, ,2,2,8,1,1,2
MALE,57,3,2,1,7,4,1,2, , , , ,MALE,69,8,2,9,99,2, ,2,2,1,1,2,1,FEMALE,76,4,2,1,98,3,5,2, ,1,2,2,2,1,2
FEMALE,81,5,2,1,3,1,5,2, , , , ,MALE,65,8,2,1,9,2,2,2,2,2,2,1,9,MALE,71,3,9,1,98,2,1, , ,2,2,9,2,1,1
FEMALE,51,5,2,1,3,9,1,2, , , , ,FEMALE,61,3,2,1,98,2, ,2,2,1,1,2,1,FEMALE,75,8,2,1,9,3,1,2,2,2,2,8,8,2,2
MALE,57,7,2,1,9,2,1,1,2,2,2,1,FEMALE,78,3,2,2,99,2, ,1,1,1,1,1,2,MALE,73,5,2,1,99,1,1,2, ,2,2,8,8,8,8
FEMALE,54,7,2,1,8,3,1,1,1,1,2,1,MALE,39,8,1,1,6,2,2,2,2,1,1,2,1,MALE,85,6,1,9,8,2,1,2, ,2,2,2,2,1,1
MALE,39,6,2,1,8,1,1,2, ,1,2,1,FEMALE,67,3,2,1,6,2, ,2,2,2,2,2,1,FEMALE,85,6,2,1,5,1,5,2, ,1,1,2,1,2,2
MALE,49,3,2,1,6,2,3,1,1,1,2,1,FEMALE,43,6,2,1,6,2,2,1,1,1,1,2,2,FEMALE,99,99,9,9,99,9,9,2, ,1,1,1,1,2,2
MALE,66,3,2,1,6,1,1,2, ,1,1,1,MALE,27,7,2,1,9,2,2,1,2,2,1,2,2,FEMALE,50,4,2,1,6,2,2,2,2,2,2,1,1,2,1
MALE,49,5,2,1,1,3,3,2, , , , ,FEMALE,42,6,2,1,8,2,2,2,2,1,1,2,1,FEMALE,49,8,2,1,9,1,1,2,2,1,1,1,1,2,2
FEMALE,48,5,2,1,7,1,1,2, , , , ,FEMALE,75,3,2,1,99,2, ,2,2,2,2,1,8,MALE,39,4,2,1,5,3,2,2,2,2,2,1,1,2,2
MALE,49,7,2,1,8,3,4,1,2,1,2,2,MALE,57,3,2,2,98,2, ,2,2,1,2,1,2,MALE,85,3,2,1,99,1,9, , ,2,2,2,2,2,1
MALE,25,5,2,1,4,2,6,2, ,1,2,2,FEMALE,38,6,2,1,5,2,2,1,1,1,2,2,8,MALE,45,8,2,1,99,2,1,2,2,2,1,2,1,1,1
FEMALE,81,3,2,1,9,1,1,2, , , , ,FEMALE,81,6,2,1,4, , ,1,1,2,8,2,2,FEMALE,59,7,2,1,99,3,1,2,2,2,2,2,1,2,8
MALE,80,5,2,1,7,1,1,2, , , , ,MALE,97,6,2,1,6,2,2,2,2,9,9,2,2,FEMALE,99,8,2,1,98,3,1,2,2,1,2,2,2,8,2
FEMALE,78,3,2,1,3,1,1,2, , , , ,FEMALE,35,8,2,1,3,1, ,1,1,2,2,2,2,MALE,72,3,2,1,99,1,1,2,2,2,1,1,1,1,1
FEMALE,99,5,2,1,9,4,1,2, ,2,1,2,MALE,99,6,2,9,99,2,2,1,1,1,1,2,2,FEMALE,66,8,2,1,8,2,6,2,2,1,1,2,2,2,2
MALE,41,3,2,1,7,1,1,1,2,1,2,2,MALE,40,2,2,1,1,1, ,2,2,1,1,1,1,MALE,71,5,2,2,3,3,1,2, ,2,2,2,2,2,2
FEMALE,83,6,2,1,3,3,5,2, , , , ,FEMALE,41,3,2,1,7,2, ,2,2,2,2,2,2,FEMALE,45,5,2,1,2,4,6,1,1,1,1,1,1,2,2
MALE,52,6,2,2,5,2,1,2, ,2,2,2,FEMALE,59,3,2,1,3,2, ,1,2,2,1,2,2,MALE,80,3,2,1,6,1,1, , ,2,2,1,1,1,2
FEMALE,53,5,2,1,9,1,1,2, , , , ,FEMALE,83,6,2,1,99,2, ,1,1,1,1,2,1,MALE,67,8,2,3,99,1,1,2,2,1,1,2,2,2,2
FEMALE,79,2,2,1,3,2,5,2, , , , ,MALE,54,4,2,1,9,2,2,1,2,2,2,1,1,FEMALE,40,8,2,1,7,3,1,2,2,1,2,2,1,2,1
MALE,48,6,2,1,8,3,1,1,1,2,1,2,FEMALE,80,3,2,1,1,2, ,2,2,2,2,2,2,MALE,78,3,2,1,99,2,5, , ,2,2,1,1,1,8
FEMALE,70,3,2,2,2,2,5,2, , , , ,MALE,49,8,2,1,9,2,2,1,2,2,2,2,2,FEMALE,80,3,2,1,5,2,1, , ,2,2,1,2,2,8
FEMALE,72,7,2,2,9,2,3,2, , , , ,MALE,50,6,2,1,8,2, ,2,2,2,2,2,2,MALE,57,4,2,1,7,3,1,2,2,2,1,1,1,2,2
FEMALE,61,3,2,1,9,2,1,2, ,2,2,2,MALE,56,8,2,1,9,2,2,1,1,8,8,2,8,FEMALE,62,6,2,1,8,2,1,2,2,1,1,1,1,2,2
MALE,70,3,2,1,9,2,1,1,1,8,1,8,MALE,73,3,2,1,9,2,2,1,1,1,1,2,2,FEMALE,83,6,2,1,99,3,1, , ,2,2,2,1,2,1
FEMALE,63,7,2,1,3,2,3,1,1,2,8,2,MALE,92,3,1,2,98, , ,2,2,1,1,1,1,MALE,77,3,1,1,5,2,1, , ,2,2,1,1,1,2
MALE,24,2,2,2,3,2,6,2, , , , ,MALE,66,3,2,2,1, , ,1,2,1,1,2,1,FEMALE,59,6,2,1,6,3,3,2,2,2,1,2,2,2,1
FEMALE,41,5,2,1,7,1,1,2, ,2,2,2,FEMALE,94,8,2,1,6, , ,2,1,8,2,2,2,MALE,52,5,2,1,98,3,2,2,2,2,2,2,2,1,2
MALE,58,5,2,1,9,1,1,2, ,2,1,2,MALE,58,6,2,1,7,2, ,2,2,2,2,2,2,FEMALE,63,3,1,4,4,2,5, , ,2,2,1,1,2,1
MALE,32,3,2,1,1,3,4,2, , , , ,FEMALE,28,3,2,1,6,2,2,1,2,2,1,1,2,FEMALE,99,5,2,2,6,3,1,2, ,2,2,2,2,2,2
MALE,18,2,1,1,2,3,6,1,1,1,2,1,FEMALE,60,4,2,1,5,2, ,2,2,8,1,2,2,FEMALE,39,4,2,1,98,2,1,1,2,1,1,1,1,2,2
FEMALE,60,3,2,1,3,3,1,2, , , , ,FEMALE,91,4,2,1,99, , ,1,2,2,2,2,2,MALE,75,3,2,1,5,3,1,2,2,2,2,2,2,2,2
MALE,31,6,2,1,4,3,1,2, ,1,2,1,FEMALE,28,2,1,6,3,2,2,2,2,1,1,2,2,FEMALE,59,3,2,1,7,2,1,2,2,2,1,1,2,2,1
FEMALE,37,6,1,1,6,3,1,1,2,2,2,1,MALE,35,6,2,1,6,2,2,1,2,1,2,2,2,FEMALE,80,6,2,1,98,1,1, , ,2,1,1,1,1,2
FEMALE,49,5,2,9,2,2,6,1,1,1,2,1,FEMALE,81,3,2,1,3,2, ,2,2,2,2,1,2,MALE,80,8,2,1,8,2,1,2, ,2,2,8,2,2,1
MALE,19,2,2,3,1,3,1,2, , , , ,MALE,65,3,2,1,1, , ,2,2,8,2,1,8,FEMALE,57,2,2,1,1,1,6,2,2,1,2,1,1,2,1
FEMALE,54,4,2,1,6,2,2,2, ,2,1,2,FEMALE,42,6,2,1,99,2,2,2,2,2,2,1,2,MALE,54,4,2,1,6,3,9,2,2,2,2,2,2,2,9
FEMALE,50,5,2,1,7,2,1,2, ,2,1,8,FEMALE,89,2,2,1,98, , ,2,2,2,1,2,2,FEMALE,82,8,2,1,2,1,3,2, ,1,2,1,1,1,1
MALE,48,5,2,1,9,3,1,1,1,2,2,2,FEMALE,24,4,2,1,1,2, ,1,2,1,8,2,1,FEMALE,69,6,2,1,8,2,1,2, ,1,2,1,1,2,2
MALE,43,5,2,1,6,2,3,2, ,8,8,8,FEMALE,27,6,2,1,9,2,2,1,1,1,1,2,2,MALE,90,6,2,1,9,2,5, , ,2,2,2,2,1,2
FEMALE,44,3,2,1,6,3,1,2, ,1,2,2,FEMALE,88,5,2,1,99,2, ,1,1,2,2,2,1,FEMALE,57,3,2,1,5,1,6,2,2,2,2,1,1,2,2
FEMALE,36,3,2,2,6,3,3,1,2, , , ,FEMALE,76,8,2,1,3,2, ,2,2,1,1,2,2,MALE,72,5,2,4,8,1,1,2,2,2,2,1,2,2,2
MALE,19,3,1,1,9,9,6,2, ,1,2,1,FEMALE,80,4,2,1,3,2, ,1,1,1,1,2,8,MALE,63,6,2,1,6,3,1,2, ,1,1,1,1,2,2
FEMALE,64,3,2,1,1,1,3,2, , , , ,MALE,19,2,2,1,6,2, ,1,2,1,2,2,1,FEMALE,73,8,2,1,6,1,1,2, ,2,2,8,2,2,2
FEMALE,56,2,2,1,8,2,1,2, ,1,2,8,FEMALE,62,6,2,1,7,2, ,2,2,1,1,2,1,MALE,57,5,2,2,5,2,3,2,2,2,2,2,2,1,1
FEMALE,43,3,2,1,3,3,1,2, , , , ,FEMALE,61,5,2,1,6,2, ,1,2,1,1,2,1,FEMALE,61,6,2,1,3,1,6, , ,2,2,2,2,2,1
MALE,51,7,2,1,7,3,1,2, ,1,2,1,FEMALE,77,3,2,1,3,2, ,2,2,2,2,1,2,MALE,29,3,1,2,98,2,4,2,2,2,2,1,1,1,1
MALE,45,3,2,1,7,2,1,2, , , , ,FEMALE,35,3,2,2,3,2,1,1,2,1,1,2,2,FEMALE,32,2,1,6,1,4,1,2, ,1,2,2,2,8,8
FEMALE,45,5,2,1,2,4,3,1,1,2,1,2,MALE,62,8,2,1,9,2,2,1,1,1,9,8,8,MALE,79,3,2,2,3,2,1, , ,2,2,1,1,1,1
MALE,66,3,2,1,4,2,1,2, ,2,1,1,MALE,40,4,2,1,7,2,2,1,1,1,2,2,2,MALE,81,6,2,1,8,3,1,2,2,2,2,1,2,1,2
FEMALE,25,2,2,2,2,9,6,2, , , , ,FEMALE,61,4,2,1,99,1,2,1,2,1,1,2,2,MALE,75,5,2,1,99,9,1,2,2,1,2,8,8,2,2
FEMALE,59,2,2,2,2,2,1,2, , , , ,MALE,76,1,2,1,2,2, ,2,2,8,1,1,2,MALE,62,6,9,9,8,1,1,2,2,2,2,2,2,1,2
MALE,54,5,2,1,4,3,1,2, ,2,2,1,FEMALE,77,4,2,1,3, , ,2,2,1,1,2,8,FEMALE,69,8,2,1,6,3,6,2,2,2,2,1,1,2,2
MALE,47,6,2,1,9,3,1,2, ,2,1,1,MALE,28,8,1,1,8,2,2,1,1,1,2,2,1,FEMALE,65,3,2,1,2,2,5,2,2,2,1,2,2,2,2
FEMALE,39,3,2,1,2,3,1,2, ,1,2,2,FEMALE,84,6,2,1,8,2, ,2,2,1,1,2,2,MALE,73,3,2,1,3,1,1, , ,2,2,2,2,1,2
MALE,35,5,2,1,6,1,1,1,1, , , ,MALE,57,3,2,1,7,2, ,1,1,2,2,1,1,FEMALE,99,6,2,1,9,1,1,2,2,1,1,1,1,2,1
FEMALE,28,3,2,9,9,1,1,2, ,8,8,8,MALE,71,3,2,1,3, , ,1,2,1,1,2,8,MALE,18,3,2,1,6,2,6,2,2,1,1,1,1,2,2
FEMALE,42,5,2,1,6,3,3,1,1,1,2,1,FEMALE,66,8,2,2,6,2, ,2,2,2,2,1,2,MALE,99,99,2,1,99,9,9,2, ,1,1,8,8,2,8
FEMALE,64,3,2,1,6,1,1,2, , , , ,FEMALE,55,8,2,1,8,2,2,2,2,2,2,2,2,FEMALE,74,3,1,6,6,2,1,2, ,2,2,1,1,1,8
FEMALE,54,6,2,1,8,2,1,2, ,2,2,8,FEMALE,49,8,2,1,8,2,2,1,1,1,2,2,2,FEMALE,49,7,2,1,7,1,1,2, ,2,2,8,1,2,1
FEMALE,45,3,2,1,6,1,1,2, ,2,1,1,FEMALE,44,4,2,1,99,2,2,2,2,9,9,9,9,FEMALE,44,3,2,1,4,3,6,2,2,1,2,1,1,1,2
FEMALE,47,3,2,1,6,1,5,1,2,1,1,2,FEMALE,68,3,2,1,4,2, ,1,1,1,1,2,2,MALE,62,6,2,1,8,1,1,2,2,2,2,1,1,2,2
FEMALE,42,6,2,1,8,1,1,2, ,2,1,2,MALE,72,3,2,2,4, , ,2,2,8,8,9,8,FEMALE,48,8,2,1,5,2,6,1, ,1,1,1,1,2,2
FEMALE,24,3,2,1,3,3,6,1,2,8,2,1,FEMALE,36,8,2,4,99,2,2,8,8,9,9,2,9,MALE,70,1,1,1,99,2,1, , ,2,2,2,1,2,1
MALE,55,5,2,1,7,3,1,2, ,1,2,1,FEMALE,59,6,2,1,9,2, ,1,1,1,2,2,2,FEMALE,60,8,2,1,3,1,5,2, ,2,2,2,2,2,2
MALE,63,5,2,1,5,3,3,2, ,1,2,1,MALE,78,6,2,1,7,2,2,1,2,2,2,1,2,FEMALE,49,3,2,1,8,1,1,2,2,2,2,1,1,2,2
FEMALE,52,7,2,1,5,2,1,1,1,8,8,8,MALE,41,3,2,1,3,2, ,2,1,1,2,2,1,FEMALE,68,4,2,1,3,1,3,2, ,2,2,1,1,2,2
MALE,84,6,2,1,4,1,1,1,1, , , ,MALE,53,8,2,1,8,2,2,2,2,8,1,2,2,MALE,64,6,2,1,9,2,1,2,2,2,2,2,1,2,2
MALE,54,3,2,1,7,2,1,2, ,2,2,2,MALE,48,8,2,1,8,2,2,2,2,1,2,2,2,MALE,99,8,9,9,99,9,1,2, ,2,2,8,8,2,2
FEMALE,79,3,2,1,2,3,5,1,1, , , ,FEMALE,44,6,2,1,9,2,2,1,1,1,1,2,2,FEMALE,72,4,2,1,6,1,1,2,2,2,2,1,2,2,8
MALE,74,5,2,1,4,3,3,2, , , , ,FEMALE,65,3,2,5,3, , ,2,1,1,1,1,1,FEMALE,61,4,2,1,4,3,6,2,2,2,2,1,8,2,2
MALE,63,6,2,2,4,2,5,2, ,2,1,2,MALE,50,3,1,1,6,2,2,2,2,8,2,2,2,FEMALE,76,3,2,1,2,1,1, , ,2,2,1,1,1,8
MALE,20,5,2,1,8,3,6,2, ,1,2,1,FEMALE,61,8,2,1,99,2, ,2,2,2,2,1,2,FEMALE,54,6,2,1,99,3,1,2,2,2,2,2,2,2,2
MALE,67,3,2,1,4,2,1,2, ,1,2,1,FEMALE,54,6,2,1,7,2,2,2,2,2,1,2,1,MALE,52,7,2,1,7,1,3,2,2,1,2,1,8,2,2
MALE,65,2,2,1,2,1,5,2, ,2,8,2,MALE,47,3,2,3,7,2, ,2,2,2,2,1,1,FEMALE,59,6,2,2,4,2,4,2,2,2,2,1,2,1,1
MALE,83,6,2,1,2,1,5,2, ,8,9,2,FEMALE,73,8,2,1,99,2, ,1,1,2,2,1,1,MALE,56,5,2,1,3,2,1,2,2,1,1,1,1,2,2
FEMALE,70,7,2,1,6,3,1,2, ,1,2,1,FEMALE,64,3,2,1,6,2, ,1,2,1,2,2,2,FEMALE,68,6,2,1,6,9,3,2,2,2,1,8,8,2,8
MALE,99,5,2,5,1,5,6,2, ,2,2,1,MALE,75,3,2,1,2, , ,2,2,2,1,2,2,MALE,67,8,2,1,9,2,1,2,2,1,2,8,8,2,2
FEMALE,27,5,2,1,4,1,6,1,2,1,2,1,FEMALE,64,8,2,1,3,2, ,2,2,1,1,2,2,FEMALE,35,5,1,1,2,3,3,1,1,1,2,2,2,1,2
MALE,70,5,2,1,9,9,1,2, ,2,8,2,FEMALE,56,3,2,1,99, , ,2,2,2,2,2,1,MALE,62,2,2,1,98,3,1,2,2,2,2,8,8,8,8
MALE,18,3,2,1,9,1,6,2, ,2,8,2,FEMALE,70,3,2,1,8, , ,2,2,1,1,2,2,MALE,80,8,2,1,99,1,1,2, ,1,1,1,1,2,1
MALE,50,5,2,1,8,2,1,1,1,1,2,1,FEMALE,51,6,2,1,99,2,2,1,2,2,2,1,1,MALE,52,4,2,1,7,3,1,2,2,2,2,2,2,1,1
FEMALE,24,3,2,1,4,1,6,1,1,1,2,1,FEMALE,74,3,2,1,2, , ,2,2,2,8,8,8,MALE,85,8,2,1,9,1,1,2,2,2,2,2,8,8,8
MALE,50,3,2,1,4,2,1,2, , , , ,MALE,49,3,2,2,8,2, ,2,2,1,1,1,2,FEMALE,65,1,1,1,1,2,2, , ,2,2,1,1,2,2
FEMALE,91,1,2,1,1,4,5,2, , , , ,FEMALE,45,3,1,1,98,2, ,2,2,2,1,2,8,MALE,55,3,2,2,2,2,2,2, ,1,2,1,1,1,1
FEMALE,60,5,2,1,5,1,1,2, ,2,1,2,FEMALE,47,2,2,2,3,2, ,2,2,2,2,1,1,MALE,99,7,2,1,99,3,1,2,2,2,2,2,2,2,1
MALE,62,7,2,1,4,2,3,2, , , , ,FEMALE,50,6,2,1,6,2, ,2,2,2,2,1,2,MALE,73,6,2,1,8,1,1,2, ,2,2,2,2,1,1
MALE,77,3,2,1,9,2,3,2, , , , ,MALE,71,8,2,1,9,2,2,2,2,2,2,1,2,FEMALE,71,4,2,1,5,1,1,2, ,2,2,1,1,1,2
MALE,41,5,2,1,6,1,1,2, ,8,2,1,FEMALE,49,5,2,1,7,2, ,2,2,1,1,2,2,MALE,81,7,2,1,3,4,1,2, ,1,2,1,2,2,8
MALE,59,5,2,1,5,1,1,2, ,2,1,2,MALE,70,4,2,1,5, , ,1,9,1,1,2,1,FEMALE,53,6,2,3,5,2,1,2,2,2,2,2,2,9,2
MALE,34,2,2,1,4,3,1,2, ,2,2,2,MALE,87,3,2,2,98, , ,2,8,1,1,2,2,FEMALE,37,3,1,4,7,4,1,2,2,2,2,2,2,2,2
FEMALE,42,5,2,1,2,3,4,2, ,2,2,2,MALE,42,3,2,1,3,2, ,2,2,2,1,2,2,FEMALE,53,6,2,1,5,3,6,2, ,2,1,1,1,2,2
FEMALE,54,7,2,1,6,2,1,1,1,1,2,1,FEMALE,55,4,2,2,8,2, ,2,2,2,2,1,9,FEMALE,83,8,2,1,7,5,5,2, ,1,2,2,2,1,2
MALE,63,3,2,1,9,9,1,1,2,2,1,2,FEMALE,62,3,2,1,98, , ,2,2,2,2,1,2,FEMALE,65,3,2,1,99,1,9,2, ,1,1,2,2,2,2
FEMALE,54,3,2,1,4,3,1,2, ,2,1,2,FEMALE,73,3,2,2,5,2, ,2,2,2,2,8,2,MALE,65,8,2,1,7,2,1,2, ,2,2,2,2,2,2
FEMALE,21,3,2,1,5,2,6,1,2,2,2,2,FEMALE,74,8,2,1,8,2,2,1,1,1,9,2,2,FEMALE,74,8,2,1,6,3,1,2, ,1,1,1,8,2,2
MALE,44,7,2,2,8,3,1,2, ,2,1,2,FEMALE,47,7,2,1,3,2,2,1,1,2,2,1,2,MALE,65,8,2,1,8,2,1,2,2,2,2,1,8,2,8
FEMALE,46,5,2,1,8,1,1,1,1,1,2,2,MALE,56,98,8,2,98, , ,2,2,8,8,8,8,FEMALE,67,3,2,1,1,1,1,2, ,2,2,2,2,1,1
MALE,68,7,2,1,8,1,1,1,2,1,2,1,MALE,25,3,2,2,2,2,2,1,2,1,1,2,1,MALE,64,5,2,5,6,5,1,2,2,1,1,1,1,2,2
MALE,54,5,2,1,5,2,1,2, ,1,2,1,FEMALE,57,2,2,1,1, , ,2,2,2,2,1,2,MALE,66,8,2,1,8,1,1,2,2,2,2,2,2,2,2
FEMALE,60,7,2,1,8,2,1,2, ,8,8,8,FEMALE,33,3,1,1,99,2,2,2,2,1,8,1,1,MALE,76,8,2,1,8,3,2,2,2,1,2,1,1,2,1
MALE,30,3,2,1,4,1,1,2, ,1,2,1,MALE,18,2,2,4,8,2, ,1,2,1,1,2,2,MALE,78,3,2,1,2,3,5, , ,2,2,1,1,1,2
MALE,50,3,2,1,7,1,1,1,2,1,1,1,FEMALE,37,4,2,1,6,2, ,2,2,1,1,2,2,FEMALE,70,3,2,1,99,3,1,2, ,2,1,2,2,1,1
MALE,85,3,2,2,2,2,5,2, , , , ,FEMALE,38,3,2,1,8,1,2,2,2,1,1,2,2,MALE,62,3,1,1,5,2,1, ,2,2,2,1,2,1,2
FEMALE,45,5,2,1,4,2,2,2, ,8,8,2,MALE,45,4,2,9,9,2,2,1,1,2,2,1,2,MALE,67,3,2,1,99,3,1,2, ,2,2,2,1,1,2
FEMALE,60,6,2,1,7,2,3,1,1,1,2,1,MALE,41,6,2,1,8,2,2,2,2,1,1,2,2,MALE,50,6,2,1,8,3,1,2,2,1,2,2,1,2,8
FEMALE,61,1,1,1,2,2,3,2, ,2,2,2,FEMALE,64,3,2,1,6,2, ,2,2,1,2,2,1,FEMALE,87,6,2,1,6,1,5,2, ,2,2,1,1,1,1
